Komentar,Skor
"Hai tokopedia... Kenapa sertifikat prakerja saya tidak bisa langsung muncul ke dashboard prakerja? Sedangkan sertifikat dari pelatihan sudah saya terima, tolong kerja sama nya tokopedia.. Saya sudah kasih ulasan dan rating yang baik buat tokopedia.. Terima kasih",1
"Gimana siiiih tokopedia, kurirnya lemot bangeeett. Terutama buat kurir anter aja selalu lemot kalo ambil barang di penjual. Tolong dong tokopedia saya mulai bosen kalo buka apk tokopedia kalo masih ada orderan yang lemot. Please tolong buat admin kasih tau kurirnya. Tolong ya min",0
"di home credit pembayaran sudah terkomfrim (verifikasi) sudah ada cicilannya tetap di tokopedia belom di verifikasi, tolong admin gimana ini. kasih masukan admin. saya nyicil dr tokopedia lewat jasa homecredit di hci udh ada pembayarannya di tokopedia belom di verifikasi. kira2 diverifikasi kapan ya? 1x24 jam kah?",1
"Parah uang di saldo ga bisa di kirim ke bank, dipakai belanja juga ga bisa",0
"Katanya untuk pelanggan pertama ada free ongkir 30rb. Pas melakukan pembayaran malah pesanan terbatalkan otomatis, padahl sudah mengikuti sesuai dengan anjuran yang tertera. Mana vouchernya ga balik lagi. Beda sama aplikasi yang disebelah. Sumpah ih nyesel pake Tokopedia. Auto uninstal nih. Masuk blacklist dan gak akan pake lagi ini aplikasi :/",0
"Saya mengikuti pelatihan kartu prakerja di skill academy by ruang guru tokopedia tentang ""Sukses Interview/Wawancara Kerja""..pelatihannya sangat bagus dan mudah di pahami..semoga dapat berguna dan membantu di saat wawancara kerja..Terima Kasih😍",1
"Saya sangat berterima kasih sekali karena mendpt pembaruan can intensif dari prakerja,dan saya juga bisa memulai usaha lagi baik online ataupun offline.Terima kasih tokopedia can prakerja",1
"kenapa tokopedia jadi gini,saya mau masuk ko susah banget,harus poto ktp,buku tabungan buat apa?perasaan tahun"" kemarin gak gini banget,baru juga masuk udah no gak dikenal,terus kalau mau ganti no harus ada penganjuan poto ktp,buku tabungan jadi gimana ini tolong perbaiki",0
Pas klik akun sayaa tidak bisa di bukaa . Slalu ada tulisan coba lagi ..,0
aku sudah terdaftar di toped reksadana tapi sekarang tidak bisa di akses solusinya gimana? setiap di buka keluar notif emai dan no. tlf sidah terdaftar silahkan akses melalui email,1
"Promo di batalkan sepihak alasan karena dugaan manipulasi transaksi, kalau g berniat kasih promo ya jangan gembar fembor promo, kalau ujung ujungnya nuduh pengguna manipulasi.",0
Pihak tokopedia tidak ada tanggung jawabnya Saya di tipu oleh penjual !! Tapi pihak tokopedia tidak ada respon ! nama toko apotikreza kirim barang kadaluarsa !!!,0
"Saya nggak bisa login akun karena no hp sudah tidak aktif lagi, saya sudah mengajukan permohonan ganti nomor hp berkali-kali, tapi selalu di tolak Saya harus segera konfirmasi pelatihan prakerja saya, kalau begini jadi kartu prakerja saya bisa dicabut,,, saya sangat² kecewa",0
"Mantaaap, benar2 bagus layanan tokopedia. Akun saya bermasalah. Transaksi masih ada 3order blom selesai, kuhubungi Tokopedia care. Eeh ternyata dibantu langsung normal lagi. Ini dia yg gw demen 💓👍👍👍👍👍. Ku suka kamu. 😀😀",1
"Sangat membantu, mantap, sering sering banyakin promo ya!!",1
"Gratis ongkir dibatasi, perminggu cuma dapat 2 - 6x transaksi aja, dan tidak sprti si warna oren, yg bisa ngasih gratis ongkir dgn min. belanja Rp.10rb.",0
"Aplikasi nya brisik setelah di update ,dikit2 kasih notif buat cek keranjang belanja....sangat ganggu",0
"maaf saya kurngin bintang nya . karna apa ? karna banyak lapak bodong skrng di tokped,banyak pemilik lapak dngn akun new/fake dan ada juga akun lama yg masang harga suatu produk yg tidak wajar dan tidak normal dgn harga yg terlalu tinggi dari harga sebenarnya . tolong lakukan tindakan atau atur sistem baru untuk standar harga,agar para pelapak tidak seenaknya memasang harga yg sangt tinggi dari harga sebenarnya yg membuat costumer tidak nyaman .",0
"proses belanja sangat mudah, ongkir nya terjangkau dan harga yg kompetitif",1
"Tokopedia. .aplikasi ny bagus,tapi sayang gak mampu memilih toko yg bener2 bisa di percaya..saya baru,mengunakan belanja online memesan 2 barang di 2 toko berbeda,yg satu nipu apa yg saya pesan jauh dari yg di pesen....kapok lah awak...stop aj malas belanja online lagi..",0
"Kualitas yang sangat mengecewakan untuk respon admin pada komplain produk bermasalah!, Menunggu 2 hari untuk respon admin itu bukan waktu yg sebentar, terlebih lagi saya membutuhkan dana nya untuk keperluan yang lain tetapi harus menunggu keputusan admin selama 2 hari.",0
"Makasih ya tokopedia, dengan adanya progam gabungan antara prakerja dengan tokopedia semakin memudahkan saya mengikuti pelatihan & memberi nilai pelatihan yang aku ikuti di tokopedia ini.",1
"Alhamdulilah saya sudah menyelesaikan tugas prakerja sebagai *MUDAH PAHAMI KONTEN MARKETING UNTUK BISNIS* dan sudah mendapatkan SERTIFIKAT NYA UNTUK YANG KE 4X NYA , tapi kenapa ya sertifikat nya belum ada di dasboard prakerja saya , padahal di skill akademy udh ada , tolong tanggapan nya , terimakasih tokopedia😊🙏",1
"Terimakasih Tokopedia,skill academy, dan prakerja dengan adanya pelatihan ini saya terbantu dengan materi dan ilmu yang d berikan oleh skill academi yang dijembatani tokopedia.. semoga selalu hadir dan dapat trus membantu kami dalam hal jual beli..👍👍",1
iihh kasih 3 bintang aja deh...katanya gratis ongkir ??tapi gk bgtu gratis hhhh pelit.,0
"Dari log in dan jual reksadana serta tarik dana ke rekening bank, semuanya bisa hanya dengan OTP sms saja tanpa pengamanan tambahan berupa pin dan verifikasi email terlebih dahulu. Tipis sekali secure nya! Kalau nomor handphone kita di curi atau di duplikat oleh orang jahat, maka dana tabungan reksadana kita bisa di bobol di kuras habis semua. Demi keamanan dana investasi, Contohlah secure aplikasi Bibit.",0
"Udah terpercaya banget kalo soal e-commerce, membantu banget, semoga kedepannya ada promo besar-besaran dari setiap produk, meskipun beli barang yang penting disini seperti HP, laptop, dan semacamnya, saya tidak takut barang itu rusak karena ada garansi yang sangat lama yang hanya ada di Tokopedia",1
Kumplit dan mudah belanja lewat tokped......semoga selalu menjaga kepercayaan konsumen....trims tokped,1
"Kebanyakan JASA KURIR yang dipilih Seller itu konyol. Jarak Tempuh darat misal ditempuh 3 jam,,,, itu Jasa Kurir ecek2 bisa sampe 5-6 hari baru sampe. Padahal SELLER responnya sangat cepat. Dimana kita bisa komplain ke KURIR lemot spt itu di TOPED...??",0
"Sudah pesan barang tapi belum dikonfirmasi"" oleh seller.. Karena terlalu lama respon nya saya mengajukan pembatalan order, tapi kenapa tiba"" pembatalan order nya tidak bisa ? Barang malah tetap dikirim ?",0
"Kalau bisa expedisi gratis ongkir nya kita bisaq milih sendiri. Kurang sreg kalau dapat anteraja soalnya. Lebih suka siCepat. Mohon saran saya dikabulkan. Kalau beneran dikabulkan, bintangnya aku rubah jadi 5",0
"Saya dapet email saya menang kupon tapi gatau cara pake kuponnya,tolong bantu😭🔫",1
"Semangat dalam melayani konsumen, maju dan sukses selalu ya... Good Job 😎👍",1
"haduh pembayarannya sulit, harus isi ovo, udah gitu gak bisa virtual account",0
"Jozz gandos, terus tingkatkan mutu dan pelayanan demi kepuasan pelanggan",1
"Gw mau tuker tambah hp Poto udah jelas kode dah bener masih aja ga bisa nyampe 100× moto tetep ga bisa . Bikin kesel sendiri anying Mengecewakan. Dan juga kenapa harus download lagi , download nya juga g jalan jalan eror terus. Apk jual beli Ter buruk dari segi fitur di apk yg pernah gw pake",0
Alhamdulillah... Berkat Tokopedia Yg telah menyediakan Pelatihan Luar Sekolah Prakerja. Materi yg sy dptkan Akan sy Manfaatkan. Semoga Sertifikat Pelatihan Luar Sekolah Secepat nya muuncul di dasbort Prakerja Saya. Terimakasih🙏🙏🙏🙏,1
Terima kasih tokopedia aplikasi ini telah membantu saya mengerjakan kartu prakerja,1
Jangan pernah sekali2 menggunakan segala fasilitas asuransi di Tokopedia. Saya sudah 2 kali menggunakan asurasi di tokopedia. Tapi pada saat claim lama bgt cairnya. Sangat tidak sesuai dng waktu yg dijanjikan oleh tokopedia. Saat saya complain ke Tokopedia mereka dng gampangnya bilang bahwa itu sepenuhnya tanggung jawab dari pihak asuransi bukan masalah Tokopedia.,0
Aplikasi yang sangat top pokoknya. Recommended banget deh. Good luck....,1
"Belanja praktis , murah, pasti nya hanya di tokopedia",1
"Maaf, aku kasi bintang 5,dgn sangat kecewa sy katakan, sy g bs pinjam di tokopedia, sdgnkan data ku udh masuk semua, knp y???",1
Perlu ya tipu2 org biar pada download aplikasi ini ? Jangan bodoh2hi konsumen bos,0
"Selama belanja di Tokopedia,sampai sa'at ini masih nyaman nyaman aja.",1
"Thanks toko pedia... Program prakerjanya banyak pilihan kelasnya yg sesuai dg perkembangan dan keadaan saat ini,penyajian program kelas yg lebih spesifik... Smoga lebih d kembangkan lagi. Agar semakin di depan",1
"Bonus bohong besar. Dapat i pon bohong besar , hapus lagi aja ahh, jln pertama nya aja udah gak betul apa lagi dalamnya Hemm ga janji deh, cape deh, abis kuota deh, abis waktu deh, abis penasaran sich hehehe, udah ach cape nulis dan komentar nya hehehe",0
baru pertama kali berbelanja saya akan menunggu pesanan saya datang atau tidak,1
"Ga jelas, saya pengguna baru katanya dapet cashback, pas saya beli barang buat pertama kalinya malah ngga dapet cashback, mending di uninstall aja deh, install shopee lebih bagus soalnya. Thx",0
"Aplikasi ini Aplikasi paling pengertian terhadap kpopers Indonesia yang sering dipandang sebelah mata sm dunia, sekarang tokped undang2in artis kpop, kpopers indo langsung populer dan byk yg jealous THANK YOU TOKPED",1
"Nah...Apk nya sekarang udh bagus, jadi saya bisa beli berbagai macam kebutuhan termasuk HOBBY saya membeli buku Komik, di Tokopedia sangat lengkap, berbagai macam komik pasti ada, dan harganya lebih murah disini dibandingkan di APK lainnya...Semangat untuk Tokopedia , semkga bisa menjadi Apk kebanggaan Indonesia.",1
"Baru kali ini saya kecewa transaksi ditoped, pesanan saya langsung dibatalkan otomatis dari sistem dengan keterangan barang tidak tersedia padahal jelas2 ada, trus dananya masuknya ke saldo lagi bukan ke OVO kan jadi ribet mau transaksi lagi, harus tarik saldo dulu. Tolong dong saldo dihilangkan saja cuma buat ribet doang.",0
Makasih Tokopedia kupon saya ad Dan maaf saya belum beli ap2 sabr ya KK kedepannya aku pake kupon saya kok kk,0
Ini kenapa beli kelas online pakai prakerja gk bisa terus ya udah 1 minggu?,0
Mohon maaf dan bantuanya ya cs Kenapa setelah buat akun tokopedia dan tidak sengaja keluar sehabis itu masuk lagi kog tidak bisa ya padahal semuanya sudah benar. Mohon dijawab. Aplikasi sudah update terbaru.,0
Mudah mudahan aku bisa belanja dan alhamdulillah blm apa apa udah dpt vocer 30000👍👍,0
"Sangat puas kalau belanja di sini, pengiriman juga cepat, jika pesanan d batalkan uang langsung kembali dengan cepat, sudah bertahun2 belanja disini pokok nya mantap deh toko pedia 😁👍",1
"Terima kasih untuk tokopedia yang telah membantu program SkillAcademy dalam pelatihan kartu prakerja.. saya beli pelatihan di SkillAcademy tentang ""Menjadi Youtuber Profesional"" namun berbeda materi disaat webinar, tidak apa2 sangat menambah pengetahuan dan pengalaman untuk berkarier... terima kasih",1
Memudahkan saya ketika belanja online karena banyak promo gratis ongkos kirim,1
Ini kenapa pembayaran gagal mulu operator nya pada libur?,1
"tokopedia bisa membantu belanja cukup tunggu di rumah, smoga tambah maju tokopedia",1
"Kenapa setiap saya melakukan Order selalu dibatalkan otomatis oleh pihak tokopedia? dengan dalih manipulasi transaksi, sekarang siapa yg megadakan promo,berbagai macam voucer? apakah saya sebagai konsumen? tidak bambang, pihak tokopedia yg mengadakan semua itu, saya sudah 2 thn pake tokopedia dan selalu memuaskan, namu setelah 4x orderan yg terakhir dibatalkan sepihak oleh pihak tokopedia. SUNGGUH TIDAK ADA MAAF BAGIMU , pada akhirnya saldo tokopedia saya senilai 250k menggantung begitu saja.",0
Belanja lebih murah hanya perlu di pertimbangkan biaya kirim masih agak mahal,1
"banyak penjual yang kurang respon terhadap pesanan, jadi pembeli agak was² terhadap aplikasi ini. juga pengiriman lama. proses di penjual atau pengiriman lama.",0
terima kasih karena proses pembatalan belanja dapat diatasi dgn belanja kembali,1
"Senang sekali belanja ditokopedia selalu dpt potongan ongkir dan pengiriman cpt 2 hr pasti nyampe. cuma transaksi terakhir mau pakai ovo points kok pin selalu salah ya....pdhl ga pernah aku ganti, dan akhirnya kena blokir akun ovopoints saya",1
"Seandainya belanja di toko pedia,bayarnya bisa pake kartu prakerja...",1
"user sejak 2011, tokopedia selalu jadi pilihan utama untuk belanja online",1
Kasih bintang 4 dulu. Belum di coba sama sekali soalnya,1
"Sudah beberapa kali top up e-money saldo saya melayang begitu saja bertransaksi disini, dengan laporan yg sudah masuk dan berhasil padahal kenyataannya setelah dilakukan update saldo tidak masuk, dan begitupun dengan bertransaksi token listrik disini butuh waktu cukup lama u tuk menunggu konfirmasi pembayarannya, yg mana membuat kita jadi menunggu lama. Harapan saya lebih ditingkatkan lagi pelayanannya agar keluhan seperti saya tersebut tidak lagi terjadi baik kepada saya sendiri dan orang lain.",0
"agak ribet sebenernya enakan syopi, tapi dalam penanganan baik, cepat dab tanggap",1
Kurir sicepatnya lemot sudah 4 hari barang di bawa muter-muter..sorry ane APUS aja,0
"Saya salah satu peserta pelatihan prakerja telah membeli pelatihan di Tokopedia ""Belajar Bikin Kopi Kekinian Ala Barista"". Saya sangat berterima kasih karena transaksinya mudah, cepat, dan tidak susah. Sukses selalu Tokopedia.",1
"Sempat jadi Member Silver karena sudah lebih dari 10 kali belanja online melalui Tokopedia yang menggunakan browser di laptop.. Lalu mencoba pake apps ini di smartphone, overall app ini cukup ringan, cukup simpel dan mudah digunakan, namun tombol utk ke link kecil jadi agak susah ketika mengklik di smartphone.. Makasi tokped..",0
"Maaf, saya punya kendala, saya udh tf uang ke tokopedia, tapi pemilik toko blg, sistem tokopedia blm ada mengirim uang kpd mereka, jadi barang saya tidak akan diantar, kalau seperti ini saya jd merasa ditipu, uang yg sy tf jadi seperti dicuri secara tdk lngsng. Mohon bantuannya, barang yg sy beli itu kebutuhan utk pkrjaan saya, udh ngechat pihak tokopedia dmn"" tdk ada balasan dan bantuan sedikitpun, sy sngt kecewa, kalau misalkan cabang tokopedia ada di medan sdh sy jumpai, ini karna jauh",0
"Kecewa,, padahal Kupon Chasback udah aku gunain buat belanja dan itu Chasback 500 ribu dan aku udah transaksi minimum 100 Dan harapan buat gunakan Chasback malah bikin emosi padahal udah sesuai s&k",0
"Aplikasi terpercaya,bagus,dan mudah untuk berbelanja di sini...",1
Yang sudah jadi member platinum kenapa onkir masih di bebankan ya min??,0
Saya memenangkan Undian dapat voucher belanja 400.000.malah pas saya cek nggak ada,0
Pada thn 1990 saya pernah bekerja di Antab aneka tambang lintas Sumatra.,1
"Mau jualan di Tokopedia tapi gabisa masukin nomor HP. ""Nomor sudah digunakan banyak pengguna"" Kan lucu ya, lahh masak harus ganti nomor hp dulu. Itu nomor udah dari jaman nenek moyang gw disuruh ganti",0
"Setiap belanja menggunakan gojek / grab selalu salah titik pengantaran , sudah di infokan ke penjual , jawaban dari sistem yg direct , mohon di perbaiki untuk kenyamanan bersama , tks",0
"saya membeli pelatihan yg ke-2 ini..mudah""an ..ilmu nya bermanfaat, sertifikat nya cpet tampil di dashboard, terimakasih toko pedia",1
"Jelek banget Tokopedia, sinyal udah bagus masih aja gak bisa _Ada masalah di rumah toped_ gitu trus",0
Selalu Ingat Pesan IBOE (Indonesia Belanja Online Enter Tokopedia)....👍,1
Sudah 5 tahun lebih memakai tokopedia dan sampe sekarang masih dibuat nyaman,1
"Tolong di bantu ya kak,saya mau bayar tagihan susah dari kemarin, gangguan server terus kenapa,sudah saya updet apk nya,sudah log out login kembali tidak bisa masih sama juga,sudah saya hapus data cace sama juga,makin kesini makin berat,mau lapor ke pusat bantuan susah",0
"Ni toped mulai ga jelas, pesanan sy tiba2 batal otomatis, pdhal penjual msh menjual produk tsb....parah",0
Sangat membantu untuk penjualan usaha kecil saya. Terimakasih Tokopedia,1
Terima kasih aplikasi tokopedia. Membantu dalam akses pembelajaran kelas online untuk program KARTU PRAKERJA Dimana saya menggunakan skill akademy sebagai media pembelajaran online yang di sediakan oleh prakerja. Dan saya akses pembelian kelas online melalui platform besar tokopedia ini. Semoga semua berjalan dengan lancar dan dapat berguna bermanfaat bagi semuanya. Sukses selalu TOKOPEDIA,1
"Tokopedia ini gimana icon tokped gk bisa di geser sesuai letak layar yang di inginkan, hp saya seperti di boot ulang.. kalo takut dihapus aplikasinya caranya gak gitu juga",1
"Trimakasih tokopedia, sudah membantu saya untuk bisa ikut pelatihan di skill academy by ruang guru. Pelatihan ini menambah pengetahuan saya dan sangat bermanfaat untuk saya. Trimakasih tokopedia, kartu prakerja, skill acdademy.",1
Komplain saya tidak diproses oleh pihak tokopedia dan dananya belum dikembalikan,0
"menejemenya payah,main moderasi seenak udel sendiri!!!!",1
Hai saya anggota prakerja dan saya telah membeli pelatihan melalui tokopedia.. Aplikasi ini sangat mudah untuk digunakan. Bahkan saya telah mencoba belanja kebutuhan lain dari aplikasi ini. Sangat membantu dan mempermudah saya. Dan respon sangat bagus. Terima kasih tokopedia.,1
Harus lebih baik lagi..promonya ko kalah sama yg sebelah!?,0
Terima kasih toko pedih krn telah membantu saya untuk pembelian kelas prakerja,1
"Terima kasih banyak prakerja , tokopedia & skillacademy dari ruang guru. Yg telah membantu saya menyelesaikan pelatihan ini. Dan sangat bermanfaat untuk semua orang yg membutuhkan. Semoga bisa berlanjut sampai semua nya kembali normal, amin. Sangat membatu saya dalam pelatihan ini. Sangat puas dengan pelatihan dari kartu prakerja.",1
"Siang pak/ibu saya beli pelatihan prakerja disini yang berhubungan dengan binus centre saya sudah mengikuti semua proses nyaa, dan sampai sekarang sertifikat saya belum keluar. Sudaah lebih dr 7 hari setelah mengikuti semua pelatihan nya . Mohon atas kerjasama nya . Terimakasih 🙏🙏",1
"pesanan tiba tiba dibatalkan secara sepihak sama tokopedia, sangat kecewa",0
"Hore...sy dpt rezekinya mlm ni trm ksh tokopedia vaucer 300,000 yes!!!",1
"Maaf Tokopedia awalnya saya kasih bintang lima,skrg saya turunin bintang satu knp,karena sekarang ini Tokopedia sudah gak bermutu lagi,saya pesen barang terus barang atau paket saya hilang sama kurir sicepat,sampe detik ini pun saya belum menerima uang saya,kalau begini saya jadi males belanja lagi di tokopedia,hal kecil saja - nominal kecil gak bisa menyelesaikan secara baik & tepat,bagaiman kalau belanja transaksi nominal besar,waduh bahaya",0
Sangat membantu & yang pasti mempermudah untuk kita berbelanja online..,1
"Ini tolong di perbaiki lagi , untuk notifikasi pesan masuk nya gak muncul ,dan udah semua saya cek tidak ada masalah di pengaturan ,jaringan dll , jadi kadang2 masuk kadang enggk ,sekalinya masuk delay dulu beberpa menit ,tolong di fix lagi untuk itu nya .",0
Selama ini msh memuaskan mengunakan applikasi ini untuk jual dan beli online,1
mantab.. lengkapi fasilitas ojol dg harga terjangkau dan berkualitas ya..,1
Blanja di tokped sangat memuaskan Untuk para prakerja lebih gampang beli kelas by tokopedia.lengkap disemua kelas ada.,1
Sangat membantu banyak memberikan bonus dan belanja dengan harga Rp.0 rupiah,1
Alhamdullilah malam jumat ini berkah buat saya..trima kasih toko pedia.,1
"Menjebak konsumen dgn promo/casback lalu setelah transaksi dituduh gestun sudah ga dapet casback malah dipotong 15%, cari untung dengan mencari kesalahan konsumen baik penjual maupun pembeli, buat aturan seenak jidat",0
"Sedikit kesal karena tidak bisa pilih kurir untuk pilihan ""bebas ongkos kirim"", ketika dapat NTARAJA selalu saja jadi momok karena barang bakal lama sampainya dibandingkan SICEPAT dan J&T. Moga-moga kepedannya bisa pilih kurir sendiri, jangan sampai selalu kasih jatah dan mengistimewakan kurir yg memang krg performanya.",0
Cashback nya mantul.. tapi mohon di beri pilihan expedisi yg bisa free ongkir,1
"Nggak Manusia kalian pengelola Tokopedia. Orang kesulitan pun malah kalian persulit. Rata2 yang ambil pelajaran prakerja di Tokopedia ini merasa dipersulit. Gak becus. Kalo memang tidak sanggup, jangan menjadi Boomerang bagi orang susah",0
Smakin upgrade smakin parah.... Seller udah pke aplikasi sndri tp fitur msh terbatas.. lainnya masih jd satu aplikasi sj fitur lngkap..,0
"Untuk Tokopedia harap tida menggunakan jasa kurir ANTER AJA' Bisa mengancam reputasi /merugikan semua pihak. Alasannya, kurir tersebut sangat lambat' Terimakasih' sukses selalu TOKOPEDIA",0
"Auto Delete, pengajuan mengubah no hp di tolak kan Dungu, sudah upload dokumen Ktp di tolak Juga, mang cara ngecek gimana sampe tidak sesuai, kan ada data email juga mang gk di cek. Paraah Padahal Pembelian di market place ini sering, Kecewa bangat baru x ini saya mengalami seperti ini, Market place lain Ok ok aja dan simple. Ini dh ribet Data udah benar Di tolak lagi. Paraaah",0
"Terimakasih tokopedia, Aplikasi ini sangat membantu buat transaksi .",1
"Bru pertama kali melakukan pembelian online, saya puas dengan layanannya",1
"suka, cara pembayarannya mudah dan banyak pilihan.. banyak promonya ♥️",1
Semoga lebih banyak promo nya ya...semoga pngjuan kredit nya bisa d acc,1
"Cacat bet, nomor baru dan nyokap gue beli barang terus tergiur ada barang gratis, terus udah di tf nyuruh gue tf, ehh malah di batalin alesan ada pelanggaran kan tolo, mentang"" 1 rumah gitu jadi gak bisa?? Cacat👎👎",0
"Tahap awal,coba dulu mengikuti tokopedia.belum memberi bintang full.",0
Aplikasi yg bagus dan sangat membantu bagi kita yg ingin belanja tanpa ribet,1
"Terimakasih, akhirnya bisa ganti nomor hape karena hape saya hilang.",1
"Aplikasi bodoh, jelas2 pembeli belanja dan online, namun statusnya dibilang sudah tidak online >30 hari, layanan Tokopedia Care juga sangat lambat. Banyak akun tuyulnya nih!",0
Saya Adriansyah telah menyelasaikan pelatihan di skill academy. Terimakasih tokopedia Sangat membantu karena terdapat banyak pilihan pelatihan dan mentor yang berpengalaman. Semoga ilmu yang saya pelajari dapat bermanfaat dalam pengembangan potensi saya.,1
"Saya cobak dulu kalo bnr bisa beli barang baru saya kasih bintang 5, karena saya lihat ada komentar yg .. agak sulit para kusuman ya. Kebanyakan saya lihat di tv kata ya di Tokopedia bayak penawaran menarik , nah dari itu lh saya cobak terlebih dahulu..",0
Aplikasi belanja online yg sangat baik dan terpercaya. Semoga semakin jaya😘,1
"Maaf telat ksh ulasan,brng sdh sya terima tp blm sya coba! Pengiriman cpt dan seller jg ramah.terima ksh seller dan tokopedia",1
"belanja gk pake ribet, gratis ongkirnya lgsg gk pake nunggu vocher atau promo...terimakasih sdh membantu melengkapi kebutuhan keluargaku, bahkan alat2 riset utk anakku. 😍",1
"Biasa pake shopee, sekali pake toped langsung dikecewakan. Tengah malam bela-belain bayar lewat briva udah lunas invoice nya ternyata pas dicek langsung dibatalkan sepihak sama toped. Kalo gabisa ngasih promo mending gausah pake promo, terus kalo produknya emang ilegal lebih baik lebih ketat lagi batasin produknya. Kecewa.",0
Enak belanja di shoppeee !!! Tarik saldo juga gratis !!!!Tokopedia Aplikasi taek.. udah beli eh tiba2 di batalin sendiri !!! Ada tulisan melanggar S&K !!!! Pas kirim saldo buat ngembaliin ke rekening eh kena biaya admin !! Tai tai auto uninstall !!!,0
"Mau masuk email lama aja gk bisa2, keterangannya tokped lagi masalah terus. Padahal dah upload ktp dll. Mau liat fitur tuker tambah hp juga gk bisa mulu. Padahal selalu ikutin perintah dan petunjuk. Emang dah si orange tetep di hati semua rakyat",0
Gue heran sama org yg komen negatif di toped .. padahalah gue puas banget belanja disini .. packing aman .. alhamdulillah barang sesuai juga ... cepet sampe lagi .. selalu ada diskon .. dpt potongan harga .. terkadang dpt cashback.. asli gua puas banget belanja di tokopedia .. bikin mudah urusan .. gak pusing2 belanja diluar ..,1
Kok di aplikasi tokped saya ga ada menu bayar di tempat ya,0
"Saya berkali-kali mengalami pengalaman tidak menyenangkan dengan aplikasi ini...berulang kali transakai dibatalkan secara sepihak dan menuduh konsumen dengan kalimat yang sangat kasar seperti ""ditemukan indikasi kecurangan"" kalau memang transaksi yang dilakukan tidak memenuhi syarat seharusnya secara siatem tidak usah diterima langsung aja ditolak. Mengapa transaksi berhasil terlebih dahulu dan setelah itu mengatai komsumennya dengan kata2 yg tidak pantas.👿",0
Kalo bisa ada kan COD yang 1 hari pengiriman Kalo nunggu 1-4 hari kelamaan..,1
"Saya kasih review bad karena sangat amat susah order gofood.. Prosedur pemesanan mudah, namun driver malas mengambil pesanan saya.. Dan sangat sering terjadi.. Niat gak sih jadi driver? Saya bayar tunai lo..",1
Saya sangat tidak menyukai apk ini belanja di shoope pengiriman lebih cepat👍,0
"Tokopedia sangat bagus,,mau belanja apa saja pasti ada dan cepat,,pelayanan di tokopedia sangat memuaskan. Setelah selesai webinar,ternyata belajar berbisnis lewat skyll academi sangat mudah,dan menambah semangat buat berbisnis dimasa pandemi ini",1
semoga tiap toko nya /seller nya selalu dapat dipercaya dan terbaik.,1
Kadang harga lebih murah dari pelapak lain dan kadang gratis ongkir...,1
"Mantap, dpt diskon 50 rb, bebas ongkir, cashback 229 rupiah",1
Produk original. Harga terbaik. Dan pengiriman sangat baik..,1
"Baru mo pertama kali order malah di batalin sama toko pedia katanya penggunaan promo berlebihan plus kesamaan data dengan orang lain, apakah akun lama ya?? Gmana menonaktifkan nya....",0
Apaan ni ngasih promo gratis ongkir pas di pake malah melanggar aturan dan bikin pesanan ku dibatalin😠,0
"Bebas ongkir tp kl pake kurir ""anter aja"" 4 smp 5 hari br sampai, pdhal deh sering kirim ke lokasi sy, beda jauh dgn JNE dan SICEPAT, wahana aja yg ongkirnya murah gak kalah dgn JNE dan SICEPAT, tlg pihak toped disampaikan ke manajemen anter aja agar memperbaiki kinerjanya. Sy link digoggle pun samasama keluhannya tentang kinerja anter aja.",0
"mohon penjelasannya kenapa riwayat top up saya hilang dari daftar , saya tidak bisa mengisi ulasan dan rating di kartu prakerja..jadi menghambat untuk mendapatkan sertifikat, padahal saya sudah membeli pelatihan tersebut dan menyelesaikan nya, tapi riwayat untuk mengisi ulasan tidak muncul",0
cukup membantu pembelian barang tanpa repot harus ke toko ... bravo tokopedia,1
Saya udah beri rating.. tapi kenapa kok belum centang hijau kelas saya,0
"saya turunin bintang emang pantas buat aplikasi tokopedia ini, gara2 beli pelatihan di sini sertifikat saya tidak di kirim ke prakerja saya,gara-gara saya di anggap tiadak memberi rating dan ulasan,padahal saya sudah mengirim bukti-bukti yang diminta.tapi jawabannya sama, mohon isi rating dan ulasan.apa segitunya ngk laku tokopedia sampai sampai harus kasih bintang dan ulasan, saya berani jamin temen temen yg membeli lewat tokopedia tidak ada yang jujur,untuk memberi bintang 5 dan ulasan bagus.",0
"Berbelanja di Tokopedia ternyata sangat mudah dan bisa dipercaya. Proses mulai belanja, pembayaran, pengiriman hingga barang diterima dapat dipantau dengan jelas. Sebelumnya saya sangat ragu berbelanja secara online. Tapi setelah saya coba, ternyata mudah dan amaaaan.",1
"sudah bagus menurut saya, aplikasi toko pedia, sudah sangat intuitif",1
"Gajelas belanja di lo sumpah. Pake transaksi dibatalkan segala. Gada tuh gue melanggar aturan2nya, gajelas. Nol besar buat lo. Udah emang paling bener belanja di shopee aja. Dah deh bye bye tokopedia. Mengecewakan. Sangat amat mengecewakan.",0
"Hapus aplikasi nya gara2 mau nonton tukul malah iklan tokopedia di ulang2 ada x nyampe 30x mana iklan nya nyanyi ""tokopedia.....nungguin yaaa"" rasanya kezeeelll",0
"Tolong ya Tokopedia...untuk ditambah fitur baru mengenai komplain secara live cstokopedia, karena saya sangat kesulitan untuk komplain yg respon nya lemot.tolong diperbaharui seperti apk Blibli dan lain2.terimakasih",0
"Tokopedia sangat membantu kebutuhan usaha saya,trims tokopedia",1
